epoch,binary_accuracy,loss,mean_absolute_error,val_binary_accuracy,val_loss,val_mean_absolute_error
0,0.7743440232888603,0.48126378505987605,0.290148167021073,0.8014285714285714,0.4311664639200483,0.25645274792398726
0,0.821137026239067,0.4080131925924874,0.2377970758228191,0.7982142857142858,0.450991712978908,0.25544010766914915
0,0.8495626822504984,0.3644305909166531,0.213190026420546,0.8814285714285715,0.301324235030583,0.18927513931478773
0,0.8607871720464167,0.33665850836751066,0.19914745454711746,0.8671428571428571,0.3135697460174561,0.20223779593195235
0,0.8683673469387755,0.3145891649034906,0.188311985682468,0.8932142857142857,0.26754950625555857,0.17050737278802056
0,0.8793002915799444,0.2935994795042989,0.17545056181468352,0.8989285714285714,0.2624611137594495,0.16079421043395997
0,0.8839650145425045,0.27666353117620285,0.16660539321927217,0.9060714285714285,0.23393458877290998,0.15179447727543968
0,0.8935860057961489,0.2722832260256954,0.16222070660605029,0.8910714285714286,0.2823430645465851,0.18211151608398982
0,0.9059766763848397,0.24313748988048675,0.14856269867010088,0.9114285714285715,0.21665028350693838,0.13278642688478742
0,0.9071428571081023,0.23401802239543149,0.13945654925208745,0.8978571428571429,0.25602185096059527,0.15554441320044654
0,0.9112244897959184,0.23168286333626284,0.13579723595617116,0.9246428571428571,0.19400699211018427,0.12552443027496338
0,0.9185131195682826,0.2139723340901967,0.12882763779024342,0.8989285714285714,0.27188347807952334,0.17365026073796408
0,0.9243440232888602,0.19914596928799466,0.11906418012286762,0.9192857142857143,0.20360278772456306,0.1305751663872174
0,0.9217201166528307,0.20085420106312277,0.1198718823601136,0.9289285714285714,0.18325229746954783,0.1157015020080975
0,0.9208454810148078,0.20955235984165538,0.12083094560543928,0.9346428571428571,0.1676313675727163,0.1080827323453767
0,0.9263848396849007,0.1994901324239486,0.11647158557489384,0.9367857142857143,0.16776159492986542,0.10316563391259738
0,0.9260932944953963,0.199536440141347,0.11387311781026184,0.8746428571428572,0.3271319123038224,0.1444427662874971
0,0.9247813411426267,0.1949732356924705,0.11357130531232489,0.9335714285714286,0.1675149170628616,0.09812346683016845
0,0.9260932944953963,0.1924409943879867,0.11031118273821934,0.9375,0.16247555868966237,0.09832779096705573
0,0.9346938775162655,0.18428640973811247,0.10490670481332885,0.9146428571428571,0.21303788268140383,0.1147752745449543
1,0.933527696793003,0.18828775877507714,0.10670262684627455,0.9107142857142857,0.23076746695808,0.11456404198493277
1,0.9348396501805275,0.18088669007964453,0.10501393531571324,0.9242857142857143,0.1956996373619352,0.11997328698635101
1,0.933527696758248,0.1785148780304211,0.10538162417905324,0.8867857142857143,0.2959322483837605,0.13247471575226102
1,0.9317784256212218,0.17480692329107847,0.10243491265412322,0.9135714285714286,0.21965203736509595,0.1318493657878467
1,0.9384839650145773,0.17610367675564378,0.09815422364730529,0.9403571428571429,0.1542297950387001,0.09604438358119556
1,0.9361516035332972,0.17450998596651562,0.09900883417522247,0.9403571428571429,0.1528883616200515,0.09276548102498054
1,0.9354227404900265,0.1770007070925076,0.0995381327655503,0.9321428571428572,0.1783278340101242,0.10814939394593238
1,0.9303206996736999,0.1868518475975309,0.10230842412560744,0.9403571428571429,0.1596515668290002,0.09072982663554804
1,0.9354227405595362,0.16993575031833816,0.09790636119446323,0.9360714285714286,0.16454912726368223,0.1015484657245023
1,0.9357142857490406,0.1738856486259327,0.09871746120925548,0.9425,0.14844067578869208,0.08795450591615268
1,0.9376093294460641,0.1757976667309294,0.09802808696431252,0.94,0.1545583140211446,0.08588584907352924
1,0.9330903790087464,0.17200055370004114,0.09734535153857474,0.9439285714285715,0.14636491903236934,0.09024043970874378
1,0.9400874635916062,0.16059352286355488,0.0922243498982563,0.9428571428571428,0.1470194473862648,0.088131337421281
1,0.9360058308690352,0.16448654451627426,0.09529540854622949,0.915,0.22886236682534217,0.10585513131959098
1,0.9383381923850702,0.17639691235372693,0.09767621255998361,0.9457142857142857,0.14260546170175076,0.08524744346737861
1,0.9364431486532917,0.1717042664918538,0.09495495328402728,0.9357142857142857,0.16811932035854885,0.10502275841576712
1,0.9395043731778425,0.17011076982619117,0.09504119880692952,0.9442857142857143,0.14550648582833153,0.08864409329635756
1,0.9370262390670554,0.1621941374641987,0.09381147675411694,0.9396428571428571,0.15384951967213836,0.08413191644208771
1,0.935131195335277,0.1756407251141683,0.09707419493238363,0.9307142857142857,0.17862082771956922,0.08901777003492628
1,0.9405247813758628,0.16700097872894637,0.09327153200745235,0.9460714285714286,0.1397304460725614,0.08458161911794118
